doc_id,summary,search_summary,issue_main,issue_sub,keywords,tone,people,organizations,locations,document_category,policy_status,speech_intent,confidence,date,source_type,source,title,document_type,model,tagged_at
NEWS_00246,臺北市長蔣萬安出席第29屆臺北文化獎頒獎典禮，表揚隱地老師及何政廣，強調科技與文化並重，持續推動文化扎根與傳承。,蔣萬安出席臺北文化獎頒獎典禮強調文化重要性,文化觀光,"[""藝文"", ""文化資產"", ""活動"", ""文化推廣"", ""文化傳承""]","[""臺北文化獎"", ""蔣萬安"", ""隱地"", ""何政廣"", ""文化推廣""]",正向,"[""蔣萬安"", ""隱地老師"", ""何政廣"", ""洪醒夫"", ""白先勇"", ""林海音"", ""余秋雨""]","[""爾雅出版社"", ""《藝術家》雜誌"", ""臺北市政府""]","[""臺北""]",活動出席,不適用,表揚,0.95,2025-11-14,市長新聞稿,臺北市政府市長新聞稿,臺北文化獎頒獎典禮 蔣萬安：科技讓城市壯大，文化讓城市偉大,public_statement,gpt-4.1-mini,2026-06-25T11:20:45
NEWS_00247,蔣萬安赴北市議會報告都更案量年增超4成、社宅政策調整及捷運故障改善，強調市府推動成效與市民安全。,蔣萬安報告都更成效及捷運改善措施,都市發展,"[""都市更新"", ""社宅"", ""捷運"", ""交通安全"", ""建築安全"", ""財政""]","[""都更案"", ""社會住宅"", ""捷運故障"", ""公館圓環"", ""財務穩定""]",正向,"[""蔣萬安"", ""李四川"", ""黃清信"", ""賴總統"", ""王義川""]","[""臺北市政府"", ""捷運公司"", ""內政部"", ""警察局"", ""產業局"", ""地政局"", ""法務局"", ""都發局"", ""市場處"", ""建管處"", ""臺北捷運公司""]","[""臺北市"", ""中正區"", ""中山區"", ""士林區"", ""公館圓環"", ""羅斯福–基隆路口"", ""北投"", ""東門市場"", ""淡水河"", ""花博"", ""圓山"", ""劍潭""]",政策說明,推動中,說明,0.95,2025-11-14,市長新聞稿,臺北市政府市長新聞稿,赴北市議會專案報告 蔣萬安：都更案報核量年增幅超過4成,public_statement,gpt-4.1-mini,2026-06-25T11:20:50
NEWS_00248,臺北市長蔣萬安與聖克里斯多福及尼維斯總理德魯簽署姐妹市共同聲明，強化教育、文化、商業、觀光及智慧城市合作。,臺北市與巴士底市締結姐妹市合作。,國際交流,"[""姐妹市"", ""國際合作"", ""城市外交"", ""教育"", ""文化觀光""]","[""姐妹市"", ""蔣萬安"", ""巴士底市"", ""德魯總理"", ""國際交流""]",正向,"[""蔣萬安"", ""德魯"", ""柏安卓"", ""范東亞""]","[""臺北市政府"", ""聖克里斯多福及尼維斯聯邦"", ""聖文森及格瑞那丁""]","[""臺北市"", ""巴士底市"", ""聖克里斯多福及尼維斯"", ""聖文森"", ""臺灣""]",國際交流,不適用,宣傳,0.95,2025-11-13,市長新聞稿,臺北市政府市長新聞稿,臺北市再添姐妹市 蔣萬安市長與巴士底市簽署締盟共同聲明,public_statement,gpt-4.1-mini,2026-06-25T11:20:55
NEWS_00249,臺北市長蔣萬安出席環保志義工頒獎典禮，表彰志工貢獻，分享臺北市環保成就及國際讚譽，強調市府持續支持環保工作。,蔣萬安出席北市環保志義工頒獎，宣示環保成就。,環境永續,"[""資源回收"", ""減碳"", ""永續"", ""氣候""]","[""環保志義工"", ""臺北市"", ""蔣萬安"", ""資源回收"", ""國際讚譽""]",正向,"[""蔣萬安""]","[""臺北市政府環保局"", ""臺北市政府""]","[""臺北市"", ""法國巴黎""]",活動出席,不適用,表揚,0.95,2025-11-12,市長新聞稿,臺北市政府市長新聞稿,北市年度環保志義工頒獎 蔣萬安:臺北環保贏得國際讚譽,public_statement,gpt-4.1-mini,2026-06-25T11:20:59
NEWS_00250,臺北市依據中央氣象署天氣預報，明日未達停班停課標準，仍照常上班及上課，提醒市民攜帶雨具並注意安全。,臺北市明日正常上班上課，無停班停課。,公共安全,"[""防災"", ""災害應變"", ""交通安全""]","[""颱風"", ""停班停課"", ""雨具"", ""安全提醒""]",中性,[],"[""臺北市政府"", ""交通部中央氣象署""]","[""臺北市""]",危機回應,持續辦理,說明,0.95,2025-11-11,市長新聞稿,臺北市政府市長新聞稿,臺北市明（11/12）日照常上班上課,public_statement,gpt-4.1-mini,2026-06-25T11:21:04
NEWS_00251,臺北市長蔣萬安指示全面啟動鳳凰颱風防災整備作業，加強抽水防汛、邊坡巡查與建築工地加固，並強化防災宣導與活動調整，確保市民安全。,臺北市啟動鳳凰颱風整備及防災作業。,公共安全,"[""防災"", ""工安"", ""建築安全"", ""災害應變"", ""公安""]","[""鳳凰颱風"", ""防災整備"", ""邊坡巡查"", ""抽水站"", ""市長指示""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""工務局"", ""水利處"", ""公園處"", ""大地工程處"", ""文化局"", ""人事處"", ""教育局"", ""交通局"", ""勞動局"", ""災害防救辦公室"", ""臺大氣象團隊""]","[""臺北市"", ""文山區"", ""景華街"", ""景興路""]",危機回應,執行中,呼籲,0.95,2025-11-10,市長新聞稿,臺北市政府市長新聞稿,鳳凰颱風整備會議 蔣萬安：全面啟動整備應變作業、嚴陣以待,public_statement,gpt-4.1-mini,2026-06-25T11:21:09
NEWS_00252,臺北市長蔣萬安宣布「有購嗨！」活動，自11月11日開始至明年3月8日，鼓勵消費並提供現金、iPhone、特斯拉及臺積電股票等多重獎項，促進臺北經濟發展。,臺北市長宣布「有購嗨！」促消費抽獎活動,產業經濟,"[""招商"", ""投資"", ""消費"", ""節慶活動"", ""經濟發展""]","[""有購嗨"", ""蔣萬安"", ""抽獎活動"", ""臺北市"", ""經濟推動""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""臺積電""]","[""臺北市"", ""臺灣""]",政策宣布,執行中,宣布,0.95,2025-11-10,市長新聞稿,臺北市政府市長新聞稿,臺北「有購嗨！」活動開跑 蔣萬安邀全民High翻臺北抽千萬,public_statement,gpt-4.1-mini,2026-06-25T11:21:13
NEWS_00253,臺北市政府宣布2025年11月11日除指定士林區及北投區部分里停止上班及上課外，其餘機關學校照常。,臺北市部分里11/11停止上班上課。,市政管理,"[""災害應變"", ""公安""]","[""停止上班"", ""停止上課"", ""士林區"", ""北投區"", ""天氣預報""]",中性,[],"[""臺北市政府"", ""中央氣象署""]","[""士林區"", ""北投區"", ""臺北市""]",政策宣布,執行中,宣布,0.95,2025-11-10,市長新聞稿,臺北市政府市長新聞稿,臺北市明（11/11）日除士林區永福里、新安里、陽明里、公館里、菁山里、平等里、溪山里、翠山里及北投區湖田里、湖山里、大屯里、泉源里停止上班及上課外，其餘各機關學校照常上班及上課,public_statement,gpt-4.1-mini,2026-06-25T11:21:17
NEWS_00254,臺北市長蔣萬安出席第11屆電器盃節能公益路跑，讚揚電器公會推廣運動及公益，並積極支援災民，展現社會責任。,蔣萬安讚揚電器公會節能公益路跑及災害援助。,社會福利,"[""公益活動"", ""社會關懷"", ""災害應變"", ""弱勢照顧"", ""健康促進""]","[""節能公益路跑"", ""電器公會"", ""社會責任"", ""災害援助"", ""蔣萬安""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""臺北市電器商業同業公會"", ""小腦萎縮症病友協會""]","[""臺北市"", ""花蓮""]",活動出席,不適用,感謝,0.95,2025-11-09,市長新聞稿,臺北市政府市長新聞稿,第11屆電器盃節能公益路跑盛大開跑 蔣萬安感謝電器公會以實際行動傳遞愛,public_statement,gpt-4.1-mini,2026-06-25T11:21:22
NEWS_00255,臺北市2025環騎年終大會師熱鬧登場，市長蔣萬安強調持續優化自行車道與河濱環境，並推動河岸改造計畫，提升市民休憩與騎乘體驗。,2025臺北環騎活動與河岸改造計畫。,交通,"[""自行車道"", ""河濱公園"", ""交通安全"", ""公共建設"", ""都市發展""]","[""環騎臺北"", ""河濱自行車道"", ""自行車安全"", ""淡水河岸改造"", ""休閒空間""]",正向,"[""蔣萬安""]","[""臺北市政府""]","[""臺北市"", ""大佳河濱公園"", ""淡水河"", ""玉泉公園"", ""大稻埕"", ""敦煌碼頭""]",活動出席,不適用,宣傳,0.95,2025-11-09,市長新聞稿,臺北市政府市長新聞稿,2025環騎臺北年終大會師熱鬧登場 蔣萬安：打造更綿密、安全的自行車道網,public_statement,gpt-4.1-mini,2026-06-25T11:21:27
NEWS_00256,臺北市長蔣萬安宣布捷運東環段CF760區段開工，強調完善環狀路網將解決內湖交通，並引進先進施工技術，推動都市交通發展。,捷運東環段CF760區段開工，改善內湖交通。,交通,"[""捷運"", ""交通工程"", ""都市發展"", ""公共建設"", ""交通安全""]","[""捷運環狀線"", ""東環段"", ""CF760"", ""交通改善"", ""地下化設計""]",正向,"[""蔣萬安""]","[""臺北市政府""]","[""臺北市"", ""內湖"", ""信義"", ""文山"", ""松山""]",政策宣布,推動中,宣布,0.95,2025-11-08,市長新聞稿,臺北市政府市長新聞稿,捷運東環段CF760區段開工 蔣萬安：打造完整環狀路網、內湖交通重要解方,public_statement,gpt-4.1-mini,2026-06-25T11:21:32
NEWS_00257,臺北市長蔣萬安出席水保服務團20周年活動，感謝技師守護山林與城市安全，並期望結合科技持續提升防災能力。,蔣萬安感謝水保服務團守護台北安全,公共安全,"[""防災"", ""建築安全"", ""災害應變"", ""公共安全"", ""工安""]","[""水土保持"", ""水保服務團"", ""山坡地"", ""防災技術"", ""科技監控""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""水保服務團"", ""水保技師公會"", ""土木技師公會"", ""大地技師公會"", ""水利技師公會""]","[""臺北市"", ""圓山大飯店""]",活動出席,不適用,感謝,0.95,2025-11-07,市長新聞稿,臺北市政府市長新聞稿,北市水保服務團成立滿20周年 蔣萬安:感謝協助守護台北山林和城市安全,public_statement,gpt-4.1-mini,2026-06-25T11:21:38
NEWS_00258,臺北市長蔣萬安出席Pinkoi設計節，讚揚臺北設計能量及Pinkoi十年成就，鼓勵市民支持本地設計品牌。,蔣萬安肯定Pinkoi設計節與臺北設計力,產業經濟,"[""設計產業"", ""品牌推廣"", ""創新"", ""在地消費""]","[""Pinkoi"", ""設計節"", ""臺北設計"", ""本地品牌"", ""創意經濟""]",正向,"[""蔣萬安""]","[""Pinkoi"", ""臺北市政府""]","[""臺北市"", ""花博爭艷館"", ""華山"", ""松菸"", ""中山商圈"", ""大稻埕"", ""東京"", ""曼谷"", ""香港"", ""上海"", ""廣州""]",活動出席,不適用,表揚,0.95,2025-11-07,市長新聞稿,臺北市政府市長新聞稿,蔣萬安出席「Pinkoi Design Fest 瘋設祭」 肯定臺北設計能量走向國際,public_statement,gpt-4.1-mini,2026-06-25T11:21:49
NEWS_00259,臺北市長蔣萬安宣布以5年10億元預算打造AI科技廊帶，吸引國際AI企業進駐，推動智慧城市與創業友善，提升市政效率。,蔣萬安宣布打造臺北AI科技廊帶,產業經濟,"[""AI"", ""招商"", ""企業"", ""創新"", ""數位產業""]","[""AI"", ""人工智慧"", ""科技廊帶"", ""輝達"", ""智慧城市""]",正向,"[""蔣萬安"", ""尹啟銘"", ""蔣尚義"", ""盧超群"", ""黃仁勳""]","[""臺北市政府"", ""鴻海科技集團"", ""亞馬遜網路服務公司"", ""微軟公司"", ""輝達"", ""北科大"", ""聯發科"", ""Google"", ""緯創"", ""緯穎"", ""新光人壽""]","[""臺北市"", ""南港軟體園區"", ""內湖科技園區"", ""北投士林科技園區"", ""北士科"", ""美國矽谷""]",政策宣布,規劃中,宣布,0.95,2025-11-06,市長新聞稿,臺北市政府市長新聞稿,出席遠見高峰會談臺北市如何導入AI產業蔣萬安：打造臺北市成為全球的AI Power House,public_statement,gpt-4.1-mini,2026-06-25T11:21:55
NEWS_00260,蔣萬安赴市議會報告輝達總部土地規劃、產業招商及夜經濟發展，說明財劃法修法衝擊及留才攬才策略，強調財政穩健與AI城市轉型。,蔣萬安議會報告輝達投資與財政修法影響,產業經濟,"[""北士科"", ""招商"", ""夜經濟"", ""財政"", ""留才攬才"", ""智慧城市""]","[""輝達"", ""產業招商"", ""夜經濟"", ""財劃法"", ""AI科技""]",正向,"[""蔣萬安"", ""胡曉嵐"", ""林奕華"", ""王玉芬""]","[""臺北市政府"", ""新光人壽"", ""輝達"", ""財政部"", ""北市府"", ""法務局""]","[""臺北市"", ""北投"", ""士林科技園區"", ""北士科"", ""南港"", ""內湖"", ""雙北""]",政策說明,推動中,說明,0.95,2025-11-05,市長新聞稿,臺北市政府市長新聞稿,蔣萬安赴市議會進行專案報告 說明輝達總部用地規劃、財劃法修法影響及留才攬才策略,public_statement,gpt-4.1-mini,2026-06-25T11:21:59
NEWS_00261,臺北市長蔣萬安出席臺北白晝之夜十週年活動，感謝法國在臺協會及藝術家協助，強調活動結合歷史場址與創意藝術，促進城市文化與市民共融。,蔣萬安出席臺北白晝之夜十週年，感謝法國協助。,文化觀光,"[""藝文"", ""節慶"", ""文化資產"", ""活動"", ""觀光""]","[""白晝之夜"", ""藝術"", ""蔣萬安"", ""法國在臺協會"", ""圓山坑道""]",正向,"[""蔣萬安"", ""凱蒂・哈特"", ""Kitty Hartl""]","[""臺北市政府"", ""法國在臺協會"", ""文化局""]","[""臺北市"", ""圓山"", ""舊兒童樂園"", ""巴黎""]",活動出席,不適用,感謝,0.95,2025-11-01,市長新聞稿,臺北市政府市長新聞稿,出席「臺北白晝之夜」十週年活動 蔣萬安：感謝法國在臺協會全力協助，讓白晝之夜一年比一年精彩,public_statement,gpt-4.1-mini,2026-06-25T11:22:04
NEWS_00262,臺北市長蔣萬安出席天母萬聖節嘉年華，強調活動特色及推動天母地區建設，促進商圈繁榮與市民生活便利。,蔣萬安出席天母萬聖節嘉年華並推動地方建設,文化觀光,"[""節慶"", ""活動"", ""公園"", ""運動中心"", ""商圈""]","[""萬聖節"", ""天母"", ""蔣萬安"", ""嘉年華"", ""建設""]",正向,"[""蔣萬安"", ""唐姐""]","[""臺北市政府"", ""天母商圈發展協會""]","[""天母"", ""臺北市"", ""天母公園"", ""克強公園""]",活動出席,不適用,祝賀,0.95,2025-11-01,市長新聞稿,臺北市政府市長新聞稿,出席「天母搞什麼鬼萬聖節嘉年華」 蔣萬安化身Saja Boys成員與市民同樂,public_statement,gpt-4.1-mini,2026-06-25T11:22:09
NEWS_00263,臺北市長蔣萬安出席火聖廟秋季禮斗，祈願市民平安及城市無災，並強調消防局智慧防救災設備提升安全。,蔣萬安出席火聖廟禮斗祈願平安無災,公共安全,"[""消防"", ""防災"", ""公安"", ""災害應變""]","[""消防局"", ""智慧防救災"", ""火聖廟"", ""市民安全""]",正向,"[""蔣萬安"", ""陳錦祥""]","[""臺北市政府"", ""臺北市消防局"", ""台北火聖廟""]","[""臺北市""]",活動出席,不適用,感謝,0.95,2025-10-31,市長新聞稿,臺北市政府市長新聞稿,蔣萬安出席台北火聖廟秋季禮斗 祈願市民平安、城市無災,public_statement,gpt-4.1-mini,2026-06-25T11:22:14
NEWS_00264,臺北市長蔣萬安主持交通安全會報，強調加強用路安全教育、防範事故，針對公車事故與電動公車火災調查，提升市民安全保障。,蔣萬安主持交通安全會報，強化教育與防範事故。,交通,"[""交通安全"", ""公車"", ""道路"", ""公安"", ""消防""]","[""交通安全"", ""公車事故"", ""電動公車火災"", ""用路教育"", ""行車管理""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""裁決所""]","[""臺北市""]",政策說明,持續辦理,說明,0.95,2025-10-31,市長新聞稿,臺北市政府市長新聞稿,主持臺北市道路交通安全會報 蔣萬安：加強交通安全宣導與事故防範,public_statement,gpt-4.1-mini,2026-06-25T11:22:20
NEWS_00265,臺北市長蔣萬安出席2025台北雙年展開幕，強調藝術展現城市文化底蘊與創造力，邀市民共賞活動。,蔣萬安出席2025台北雙年展開幕，展現臺北文化魅力。,文化觀光,"[""藝文"", ""展覽"", ""文化資產"", ""活動"", ""國際交流""]","[""台北雙年展"", ""藝術"", ""文化底蘊"", ""蔣萬安"", ""展覽開幕""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""北美館""]","[""臺北市"", ""台灣""]",活動出席,不適用,宣傳,0.95,2025-10-31,市長新聞稿,臺北市政府市長新聞稿,2025台北雙年展揭幕 蔣萬安：藝術讓城市展現文化底蘊與想像力,public_statement,gpt-4.1-mini,2026-06-25T11:22:25
NEWS_00266,臺北市長蔣萬安出席2025臺北溫泉季開幕，感謝相關協會及日本貴賓支持，宣布北投公園露天溫泉浴室招標完成，泉源公園泡腳池試營運，期盼溫泉產業持續發展。,2025臺北溫泉季開幕，北投溫泉設施進展。,文化觀光,"[""觀光"", ""節慶"", ""旅宿"", ""文化資產"", ""活動""]","[""臺北溫泉季"", ""北投溫泉"", ""蔣萬安"", ""泡湯設施"", ""國際交流""]",正向,"[""蔣萬安"", ""林致宇"", ""周水美""]","[""臺北市政府"", ""台北市溫泉發展協會"", ""台灣商圈文化觀光產業聯合總會"", ""交通部觀光署"", ""經濟部""]","[""臺北市"", ""北投"", ""日本""]",活動出席,不適用,宣傳,0.95,2025-10-30,市長新聞稿,臺北市政府市長新聞稿,2025臺北溫泉季登場 蔣萬安：北投已成為享譽國際的溫泉小鎮,public_statement,gpt-4.1-mini,2026-06-25T11:22:30
NEWS_00267,臺北市長蔣萬安於議會報告115年度預算，推動城市多項建設，輝達選定北士科設總部及市府加快協調解約與都市計畫變更，強化AI產業布局。,蔣萬安報告預算與輝達進駐北士科,都市發展,"[""北士科"", ""都市計畫"", ""招商"", ""AI"", ""預算"", ""行政效率""]","[""輝達"", ""北士科"", ""預算案"", ""AI治理"", ""都市計畫""]",正向,"[""蔣萬安"", ""黃仁勳""]","[""臺北市政府"", ""輝達"", ""新光人壽"", ""環保局"", ""行政院"", ""農業部"", ""卓院長""]","[""臺北市"", ""北投"", ""士林"", ""北士科"", ""臺北市議會""]",政策說明,推動中,說明,0.95,2025-10-29,市長新聞稿,臺北市政府市長新聞稿,赴議會報告114年度追加（減）預算案及115年度總預算案 蔣萬安：輝達海外總部確定落腳北士科,public_statement,gpt-4.1-mini,2026-06-25T11:22:36
NEWS_00268,臺北市長蔣萬安感謝松山慈祐宮長期公益捐贈，累計超過億元，支持防災救援及助學，促進社會福祉。,蔣萬安感謝松山慈祐宮公益捐贈與助學,社會福利,"[""弱勢照顧"", ""公益捐贈"", ""防災"", ""救災"", ""助學""]","[""松山慈祐宮"", ""捐贈"", ""公益"", ""救護車"", ""獎助學金""]",正向,"[""蔣萬安"", ""陳玉峰""]","[""臺北市政府"", ""松山慈祐宮""]","[""松山區"", ""臺北市"", ""花蓮縣""]",成果宣傳,不適用,感謝,0.95,2025-10-29,市長新聞稿,臺北市政府市長新聞稿,蔣萬安感謝松山慈祐宮義舉 捐贈破億嘉惠社會,public_statement,gpt-4.1-mini,2026-06-25T11:22:41
NEWS_00269,市長蔣萬安主持督導會報，強調非洲豬瘟查處無違規，持續加強食安及工地安全管理，保障民眾健康與公共安全。,蔣萬安強調非洲豬瘟稽查及食安保障,公共安全,"[""食安"", ""公安"", ""建築安全"", ""工安"", ""公安會報""]","[""非洲豬瘟"", ""食安稽查"", ""建物安全"", ""公共安全"", ""豬肉來源""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""衛生局"", ""動保處"", ""市場處"", ""警察局"", ""教育局"", ""消防局"", ""勞動局"", ""建管處""]","[""臺北市""]",政策說明,執行中,說明,0.95,2025-10-28,市長新聞稿,臺北市政府市長新聞稿,市府執行非洲豬瘟查處未見違規情形 蔣萬安：持續落實稽查、保障民眾食安,public_statement,gpt-4.1-mini,2026-06-25T11:22:46
NEWS_00270,臺北市長蔣萬安出席臺北客家義民嘉年華，感謝各界投入，強調傳承客家忠義精神，推廣客家文化與多元共融。,蔣萬安出席客家義民嘉年華，推廣客家文化。,文化觀光,"[""客家文化"", ""節慶"", ""多元共融"", ""文化傳承"", ""活動""]","[""蔣萬安"", ""客家義民嘉年華"", ""忠義精神"", ""客家文化"", ""多元共融""]",正向,"[""蔣萬安""]","[""客委會"", ""臺北市政府""]","[""臺北市"", ""中正紀念堂""]",活動出席,不適用,感謝,0.95,2025-10-26,市長新聞稿,臺北市政府市長新聞稿,蔣萬安出席臺北客家義民嘉年華 感謝鄉親齊心傳承忠義精神,public_statement,gpt-4.1-mini,2026-06-25T11:22:50
NEWS_00271,蔣萬安市長出席大安森林公園生態博覽會，宣示持續公私協力守護都市綠地，推動生態復育與公園生態化。,蔣萬安承諾守護大安森林公園、推動生態復育。,環境永續,"[""公園"", ""生態復育"", ""都市綠地"", ""綠色保育"", ""公私協力""]","[""生態博覽會"", ""大安森林公園"", ""螢火蟲復育"", ""公私合作""]",正向,"[""蔣萬安"", ""林敏雄"", ""楊平世"", ""黃大洲""]","[""臺北市政府"", ""大安森林公園之友基金會"", ""NGO""]","[""臺北市"", ""大安森林公園"", ""臺灣""]",活動出席,不適用,感謝,0.95,2025-10-25,市長新聞稿,臺北市政府市長新聞稿,築夢三十載，堅持不懈！蔣萬安承諾公私協力 守護大安森林公園「都市綠寶石」,public_statement,gpt-4.1-mini,2026-06-25T11:22:57
NEWS_00272,臺北市長蔣萬安出席2025臺北時裝週閉幕大秀，支持本土設計師並推廣臺北時尚與創意能量。,蔣萬安出席2025臺北時裝週支持本土設計師。,產業經濟,"[""時尚產業"", ""設計師扶植"", ""品牌推廣"", ""文化活動"", ""創意經濟""]","[""時裝週"", ""本土設計"", ""蔣萬安"", ""時尚"", ""創意""]",正向,"[""蔣萬安"", ""暢芷荺"", ""李玉琪"", ""Bruno Chung""]","[""臺北市政府"", ""PCES"", ""文化局""]","[""臺北市"", ""臺灣""]",活動出席,不適用,宣傳,0.95,2025-10-24,市長新聞稿,臺北市政府市長新聞稿,2025臺北時裝週 蔣萬安：讓世界看見臺灣設計師實力,public_statement,gpt-4.1-mini,2026-06-25T11:23:01
NEWS_00273,臺北市長蔣萬安率團隊赴議會說明重大法案，針對豬瘟防疫、廚餘養豬及學校營養午餐安全等議題回應議員關切，強調加強檢查、跨局處合作及與中央協調，確保食品安全與物價穩定。,蔣萬安赴議會說明法案與豬瘟防疫措施,公共安全,"[""食安"", ""防疫"", ""廚餘"", ""物價穩定"", ""學校安全""]","[""非洲豬瘟"", ""食品安全"", ""豬肉檢查"", ""廚餘養豬"", ""物價穩定""]",中性,"[""蔣萬安"", ""林奕華"", ""李四川""]","[""臺北市政府"", ""動保處"", ""衛生局"", ""產業局"", ""環保局"", ""行政院"", ""交通部"", ""財政部""]","[""臺北市"", ""臺北市議會""]",政策說明,推動中,說明,0.95,2025-10-23,市長新聞稿,臺北市政府市長新聞稿,蔣萬安赴議會溝通重大法案 強化市政推動,public_statement,gpt-4.1-mini,2026-06-25T11:23:06
NEWS_00274,臺北市長蔣萬安出席臺灣光復80週年詩歌朗誦會，以詩歌紀念歷史，強調珍惜民主自由，並表揚抗戰前輩及賴和詩人的貢獻。,蔣萬安參與臺灣光復80週年詩歌朗誦會致敬歷史,文化觀光,"[""詩歌朗誦"", ""歷史紀念"", ""民主自由"", ""文學推廣"", ""抗戰前輩""]","[""臺灣光復80週年"", ""蔣萬安"", ""詩歌朗誦"", ""賴和"", ""民主自由""]",正向,"[""蔣萬安"", ""李友邦"", ""翁俊明"", ""丘念台"", ""林正亨"", ""賴和"", ""孫中山""]","[""臺北市政府""]","[""臺北市"", ""臺灣"", ""中華民國""]",活動出席,不適用,宣傳,0.95,2025-10-22,市長新聞稿,臺北市政府市長新聞稿,蔣萬安出席「讀給臺灣的詩－臺灣光復80週年詩歌朗誦會」 以詩向歷史致敬、向未來致意,public_statement,gpt-4.1-mini,2026-06-25T11:23:12
NEWS_00275,臺北市長蔣萬安率團隊向市議會民進黨團說明本會期重大法案，尋求支持並回應輝達總部在臺北設址等議題。,蔣萬安說明法案並爭取民進黨團支持。,產業經濟,"[""招商"", ""企業"", ""財政"", ""市府團隊"", ""跨局處""]","[""輝達"", ""法案說明"", ""市議會"", ""招商"", ""財政規劃""]",正向,"[""蔣萬安""]","[""臺北市政府"", ""臺北市議會民進黨團""]","[""臺北市""]",政策說明,推動中,說明,0.95,2025-10-22,市長新聞稿,臺北市政府市長新聞稿,蔣萬安率市府團隊至市議會民進黨團說明本會期重要法議案,public_statement,gpt-4.1-mini,2026-06-25T11:23:15
NEWS_00276,臺北市政府根據氣象資料及相關共識，宣布10月22日臺北市機關學校照常上班上課，陽明山區部分學校因雨勢停止上班上課。,臺北市宣布10/22日照常上班上課，陽明山部分學校停課,公共安全,"[""防災"", ""災害應變"", ""校園"", ""學生"", ""公共安全""]","[""停班停課"", ""雨量預測"", ""陽明山"", ""安全"", ""政府公告""]",中性,[],"[""臺北市政府"", ""交通部中央氣象署"", ""臺北市湖田實驗國民小學"", ""臺北市士林區陽明山國民小學"", ""臺北市溪山實驗國民小學"", ""臺北市士林區平等國民小學"", ""台北復臨美國學校""]","[""臺北市"", ""陽明山"", ""士林區""]",政策宣布,推動中,宣布,0.95,2025-10-21,市長新聞稿,臺北市政府市長新聞稿,臺北市明（10/22）日照常上班上課,public_statement,gpt-4.1-mini,2026-06-25T11:23:21
NEWS_00277,臺北市長蔣萬安召開強降雨工作會報，指示各局處加強防災準備與應變措施，包含撤離作業、道路管制及停課停班等，確保民眾安全。,蔣萬安召開強降雨會報加強防災準備,公共安全,"[""防災"", ""災害應變"", ""公安"", ""交通安全"", ""校園""]","[""風神颱風"", ""強降雨"", ""撤離"", ""道路管制"", ""停課""]",中性,"[""蔣萬安""]","[""臺北市政府"", ""災害防救辦公室"", ""工務局水利處"", ""教育局"", ""人事處"", ""環保局"", ""交通局"", ""各區公所""]","[""臺北市"", ""淡水河"", ""基隆河"", ""陽明山區"", ""湖田國小"", ""陽明山國小"", ""平等國小"", ""溪山國小"", ""雙溪國小""]",危機回應,持續辦理,宣布,0.95,2025-10-20,市長新聞稿,臺北市政府市長新聞稿,嚴防風神颱風共伴效應 蔣萬安召開強降雨第1次工作會報,public_statement,gpt-4.1-mini,2026-06-25T11:23:27
NEWS_00278,臺北市政府宣布10月21日大部分機關學校正常上班上課，陽明山區部分國小因大豪雨停止上班上課。,10/21大部分機關學校正常上班上課,教育,"[""校園"", ""災害應變"", ""公共安全"", ""防災""]","[""上班上課"", ""大豪雨"", ""陽明山"", ""國小"", ""安全考量""]",中性,[],"[""臺北市政府"", ""中央氣象署"", ""臺北市湖田實驗國民小學"", ""臺北市士林區陽明山國民小學"", ""臺北市士林區平等國民小學"", ""臺北市溪山實驗國民小學"", ""臺北市士林區雙溪國民小學""]","[""臺北市"", ""陽明山區"", ""士林區""]",政策宣布,執行中,宣布,0.95,2025-10-20,市長新聞稿,臺北市政府市長新聞稿,臺北市明（10/21）日照常上班上課,public_statement,gpt-4.1-mini,2026-06-25T11:23:31
NEWS_00279,市長蔣萬安出席大安森林公園民歌演唱會，鼓勵市民搭乘捷運欣賞民歌，推廣民歌文化並促進日常生活結合。,蔣萬安出席大安森林公園民歌活動，推廣搭捷運聽民歌。,文化觀光,"[""捷運"", ""活動"", ""藝文"", ""公園"", ""觀眾""]","[""蔣萬安"", ""民歌"", ""捷運"", ""大安森林公園"", ""演唱會""]",正向,"[""蔣萬安"", ""丁曉雯"", ""胡德夫"", ""殷正洋"", ""許景淳"", ""李建復""]","[""臺北市政府"", ""臺北捷運公司""]","[""臺北市"", ""大安森林公園""]",活動出席,不適用,宣傳,0.95,2025-10-18,市長新聞稿,臺北市政府市長新聞稿,出席「搭捷運、聽民歌」活動 蔣萬安在大安森林公園與民眾一起合唱《木棉道》、《外婆的澎湖灣》,public_statement,gpt-4.1-mini,2026-06-25T11:23:38
